Title="Mesh"
Variables="X","Y"
Zone I=102 J=102 F=POINT
   -1.269984E-02	    6.295992E-05	
   -1.269980E-02	    7.067814E-05	
   -1.269969E-02	    8.904141E-05	
   -1.269951E-02	    1.120716E-04	
   -1.269922E-02	    1.408420E-04	
   -1.269877E-02	    1.766217E-04	
   -1.269808E-02	    2.208938E-04	
   -1.269701E-02	    2.753681E-04	
   -1.269539E-02	    3.419879E-04	
   -1.269296E-02	    4.229271E-04	
   -1.268933E-02	    5.205765E-04	
   -1.268399E-02	    6.375152E-04	
   -1.267624E-02	    7.764655E-04	
   -1.266515E-02	    9.402305E-04	
   -1.264948E-02	    1.131610E-03	
   -1.262769E-02	    1.353299E-03	
   -1.259782E-02	    1.607763E-03	
   -1.255751E-02	    1.897097E-03	
   -1.250395E-02	    2.222872E-03	
   -1.243394E-02	    2.585973E-03	
   -1.234387E-02	    2.986441E-03	
   -1.222992E-02	    3.423324E-03	
   -1.208811E-02	    3.894562E-03	
   -1.191457E-02	    4.396921E-03	
   -1.170576E-02	    4.925980E-03	
   -1.145867E-02	    5.476202E-03	
   -1.117118E-02	    6.041084E-03	
   -1.084219E-02	    6.613391E-03	
   -1.047183E-02	    7.185457E-03	
   -1.006155E-02	    7.749530E-03	
   -9.614097E-03	    8.298141E-03	
   -9.133411E-03	    8.824444E-03	
   -8.624429E-03	    9.322511E-03	
   -8.092828E-03	    9.787550E-03	
   -7.544720E-03	    1.021603E-02	
   -6.986360E-03	    1.060570E-02	
   -6.423857E-03	    1.095555E-02	
   -5.862944E-03	    1.126570E-02	
   -5.308795E-03	    1.153719E-02	
   -4.765911E-03	    1.177183E-02	
   -4.238055E-03	    1.197200E-02	
   -3.728243E-03	    1.214044E-02	
   -3.238773E-03	    1.228008E-02	
   -2.771280E-03	    1.239395E-02	
   -2.326810E-03	    1.248503E-02	
   -1.905903E-03	    1.255618E-02	
   -1.508675E-03	    1.261007E-02	
   -1.134899E-03	    1.264919E-02	
   -7.840781E-04	    1.267577E-02	
   -4.555104E-04	    1.269183E-02	
   -1.483450E-04	    1.269913E-02	
    1.483450E-04	    1.269913E-02	
    4.555104E-04	    1.269183E-02	
    7.840781E-04	    1.267577E-02	
    1.134899E-03	    1.264919E-02	
    1.508675E-03	    1.261007E-02	
    1.905903E-03	    1.255618E-02	
    2.326810E-03	    1.248503E-02	
    2.771280E-03	    1.239395E-02	
    3.238773E-03	    1.228008E-02	
    3.728243E-03	    1.214044E-02	
    4.238055E-03	    1.197200E-02	
    4.765911E-03	    1.177183E-02	
    5.308795E-03	    1.153719E-02	
    5.862944E-03	    1.126570E-02	
    6.423857E-03	    1.095555E-02	
    6.986360E-03	    1.060570E-02	
    7.544720E-03	    1.021603E-02	
    8.092828E-03	    9.787550E-03	
    8.624429E-03	    9.322511E-03	
    9.133411E-03	    8.824444E-03	
    9.614097E-03	    8.298141E-03	
    1.006155E-02	    7.749530E-03	
    1.047183E-02	    7.185457E-03	
    1.084219E-02	    6.613391E-03	
    1.117118E-02	    6.041084E-03	
    1.145867E-02	    5.476202E-03	
    1.170576E-02	    4.925980E-03	
    1.191457E-02	    4.396921E-03	
    1.208811E-02	    3.894562E-03	
    1.222992E-02	    3.423324E-03	
    1.234387E-02	    2.986441E-03	
    1.243394E-02	    2.585973E-03	
    1.250395E-02	    2.222872E-03	
    1.255751E-02	    1.897097E-03	
    1.259782E-02	    1.607763E-03	
    1.262769E-02	    1.353299E-03	
    1.264948E-02	    1.131610E-03	
