Title="Mesh"
Variables="X","Y"
Zone I=102 J=102 F=POINT
   -1.147906E-01	    5.215690E-04	
   -1.148182E-01	    5.856506E-04	
   -1.148838E-01	    7.382395E-04	
   -1.149657E-01	    9.298586E-04	
   -1.150678E-01	    1.169630E-03	
   -1.151941E-01	    1.468427E-03	
   -1.153496E-01	    1.839083E-03	
   -1.155395E-01	    2.296584E-03	
   -1.157698E-01	    2.858246E-03	
   -1.160467E-01	    3.543847E-03	
   -1.163762E-01	    4.375724E-03	
   -1.167645E-01	    5.378797E-03	
   -1.172167E-01	    6.580528E-03	
   -1.177366E-01	    8.010787E-03	
   -1.183260E-01	    9.701612E-03	
   -1.189836E-01	    1.168683E-02	
   -1.197043E-01	    1.400154E-02	
   -1.204777E-01	    1.668139E-02	
   -1.212874E-01	    1.976162E-02	
   -1.221099E-01	    2.327587E-02	
   -1.229132E-01	    2.725465E-02	
   -1.236567E-01	    3.172354E-02	
   -1.242905E-01	    3.670100E-02	
   -1.247562E-01	    4.219604E-02	
   -1.249871E-01	    4.820566E-02	
   -1.249111E-01	    5.471241E-02	
   -1.244529E-01	    6.168228E-02	
   -1.235378E-01	    6.906322E-02	
   -1.220966E-01	    7.678475E-02	
   -1.200701E-01	    8.475882E-02	
   -1.174143E-01	    9.288227E-02	
   -1.141045E-01	    1.010408E-01	
   -1.101386E-01	    1.091143E-01	
   -1.055381E-01	    1.169829E-01	
   -1.003480E-01	    1.245338E-01	
   -9.463401E-02	    1.316664E-01	
   -8.847857E-02	    1.382980E-01	
   -8.197552E-02	    1.443664E-01	
   -7.522443E-02	    1.498313E-01	
   -6.832506E-02	    1.546742E-01	
   -6.137252E-02	    1.588963E-01	
   -5.445352E-02	    1.625158E-01	
   -4.764376E-02	    1.655641E-01	
   -4.100656E-02	    1.680824E-01	
   -3.459252E-02	    1.701181E-01	
   -2.843996E-02	    1.717217E-01	
   -2.257590E-02	    1.729444E-01	
   -1.701747E-02	    1.738362E-01	
   -1.177340E-02	    1.744443E-01	
   -6.845525E-03	    1.748124E-01	
   -2.230221E-03	    1.749801E-01	
    2.230221E-03	    1.749801E-01	
    6.845525E-03	    1.748124E-01	
